App_level,Book_Level,Quest_Name,Quiz_ID,Quiz_Name,Vocab,English_Meaning,Vietnamese_Meaning,Word_Type,Photo,Component
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-05,How is your health,水,water,Nước,Noun,,水 = 水 (water)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-05,How is your health,少,Few / Little,Ít,Adjective,,小 (small) + a downward stroke
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-05,How is your health,早,early,Sớm,Adjective,,早 = 日 (sun) + 十 (ten)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-06,Hobbies and Schedule,爱,Love,Yêu,Verb,,爪 (claw) + 冖 (cover) + 心 (heart)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-06,Hobbies and Schedule,唱,To sing,Hát,Verb,,口 (mouth) + 昌 (bright)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-06,Hobbies and Schedule,歌,Song,Bài hát,Noun,,欠 (yawn) + 哥 (older brother)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-06,Hobbies and Schedule,首,Measure word for songs,Bài (bài hát),Noun/Measure,,自 (self) + 页 (page/head)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-06,Hobbies and Schedule,星期二,Tuesday,Thứ Ba,Noun,,星期 = week; 二 = two
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-06,Hobbies and Schedule,星期四,Thursday,Thứ Năm,Noun,,星期 = week; 四 = four
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-07,Weather in Guangdong,工程师,engineer,Kỹ sư,Noun,,"工程师 (engineer)=工程 (project)+师 (master)
工程 (project)=工 (work)+程 (process)
工 (work)=一 (one)+丨 (line)+一 (one)
程 (process)=禾 (grain)+呈 (present)
呈 (present)=口 (mouth)+王 (king)
师 (master)=帀 (go around)+巾 (cloth)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-07,Weather in Guangdong,广东,Guangdong,Quảng Đông,Proper Noun,,"广东 (Guangdong)=广 (broad)+东 (east)
广 (broad)=厂 (cliff)+黄 (shelter component)
东 (east)=一 (one)+日 (sun)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-07,Weather in Guangdong,暴风,storm,Bão,Verb,,"暴风 (storm)=暴 (violent)+风 (wind)
暴 (violent)=日 (sun)+共 (together)+曰 (say)
风 (wind)=几 (table)+乂 (cross)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-07,Weather in Guangdong,晴天,Sunny day,Trời nắng,Noun,,"晴天 (sunny day)=晴 (clear)+天 (sky)
晴 (clear)=日 (sun)+青 (green/blue)
青 (green/blue)=生 (life)+月 (moon)
天 (sky)=一 (one)+大 (big)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-07,Weather in Guangdong,壮丽,beautiful,Đẹp,Adjective,,"美丽 (beautiful)=美 (beauty)+丽 (pretty)
美 (beauty)=羊 (sheep)+大 (big)
丽 (pretty)=一 (one)+冂 (open)+一 (one)+丿 (slash)+一 (one)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-08,Can You Do It?,汤,Soup,Canh,,,"汤 (soup)=氵 (water)+昜 (sunshine)
昜 (sunshine)=日 (sun)+勿 (not)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-08,Can You Do It?,特别,especially,Đặc biệt,Adverb,,"特 = 牛 (cow) + 土 (earth) + 寸 (thumb)
别 = 口 (mouth) + 力 (power/force) + 刂 (knife)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-08,Can You Do It?,炒饭,fried rice,Cơm chiên,Noun,,"炒 = 火 (fire) + 小 (small) + 丿 (bend)
饭 = 饣 (eat/food) + ⺁ (cliff) + 又 (right hand)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-08,Can You Do It?,不过,But,Nhưng,Conjunction,,"不 = 一 (one) + 丿 (bend) + 卜 (divination)
过 = 辶 (walk) + 寸 (thumb)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-08,Can You Do It?,简单,simple,Đơn giản,Adjective,,"简 = ⺮ (bamboo) + 门 (gate) + 日 (sun/day)
单 = 丷 (eight/divide) + 冂 (upside down box) + 二 (two) + 丨 (line) + 十 (ten)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-09,Looking for the Bike,颜色,Color,Màu sắc,Noun,,颜 = 彦 (face) + 页 (page); 色 = 亻 + 巴 (form of person/desire)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-09,Looking for the Bike,蓝色,blue,Màu xanh dương,Noun,,"蓝 = 艹 (grass) + 丨 (line) + 丨 (line) + 丿 (bend) + 一 (one) + 丶 (dot) + 皿 (dish)
色 = 色 (color/prettiness)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-09,Looking for the Bike,靠,lean against (on),Dựa vào,Verb,,"靠 = ⺧ (cow) + 口 (mouth) + 非 (wrong)
"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-09,Looking for the Bike,墙,wall,Tường,Noun,,墙 = 土 (earth) + 土 (earth) + 丷 (eight/divide) + 回 (N/A)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-09,Looking for the Bike,看见,see; catch sight of,Nhìn thấy,Verb,,"看 = 龵 (hand) + 目 (eye)
见 = 见 (see)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-09,Looking for the Bike,深,dark,Tối,Verb,,"暗 (dark)=日 (sun)+音 (sound)
音 (sound)=立 (stand)+日 (sun)"
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-10,Where do you work,公司,Company,Công ty,Noun,,公 = public; 司 = to manage
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-10,Where do you work,家,business establisments,#N/A,Measure word,,家 = 宀 (roof) + 豕 (pig)
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-10,Where do you work,广告,Advertisement,Quảng cáo,Noun,,广 = building; 告 = speak/announce
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-10,Where do you work,大,Big,Lớn,Adjective,,A person with arms stretched wide
Beginner,HSK 1,Interaction with people,QZ-HSK1-QT05A-10,Where do you work,小,Small,Nhỏ,Adjective,,Three small strokes forming smallness
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-01,How old is it?,七,seven,Bảy,numeral,,七 (seven) = 一 (one) + small stroke below
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-01,How old is it?,双胞胎,twin,Sinh đôi,noun,,"双胞胎 (twin) = 双 (double) + 胞 (womb) + 胎 (fetus)
双 = 又 (hand) + 又 (hand)
胞 = 月 (flesh) + 包 (wrap)
胎 = 月 (flesh) + 台 (platform)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-01,How old is it?,猪,pig,Heo,noun,,猪 (pig) = 犭(animal) + 者 (person/thing)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-01,How old is it?,小,little/small,Nhỏ,adjective,,小 (little/small) = pictograph of something small
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-01,How old is it?,鸟,bird,Chim,noun,,鸟 (bird) = pictograph of a bird with tail
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-02,How long has it been?,工作,work,Làm việc,verb/noun,,"工作 (work) = 工 (labor/work) + 作 (to do)
工 = pictograph of carpenter’s square (work)
作 = 亻(person) + 乍 (sudden/first)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-02,How long has it been?,多久,how long,Bao lâu,interrogative phrase,,"多久 (how long) = 多 (many/much) + 久 (long time)
多 = 夕 (evening) +夕 (evening)
久 = 丿 (bend) + ⺁ (long stroke showing long-lasting)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-02,How long has it been?,八,eight,Tám,numeral,,八 (eight) = pictograph of division/split
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-02,How long has it been?,九,nine,Chín,numeral,,九 (nine) = original pictograph of a twisted object → numeral 9
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-02,How long has it been?,亲近,close,Đóng / Gần,adjective,,"亲近 (close) = 亲 (kin/relative) + 近 (near)
亲 = 见 (see) + 木 (tree)
近 = 辶 (walk) + 斤 (axe)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-03,Can you speak languages?,会,can,Có thể,modal verb,,会 (can) = 人 (person radical) + 云 (to say/speak)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-03,Can you speak languages?,说,speak,Nói,verb,,说 (speak) = 讠(speech) + 兑 (exchange)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-03,Can you speak languages?,语言,language,Ngôn ngữ,noun,,"语言 (language) = 语 (speech) + 言 (word)
语 = 讠(speech) + 吾 (I/me)
言 = pictograph of words coming from a mouth"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-03,Can you speak languages?,别的,other,Khác,adjective phrase,,"别的 (other) = 别 (separate) + 的 (possessive/structural particle)
别 = 刂 (knife) + another phonetic component
的 = 白 (white) + 勺 (spoon)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-03,Can you speak languages?,老挝,Laos,Lào,proper noun,,"老挝 (Laos) = 老 (old/aged) + 挝 (strike/beat)
老 = 耂 (old) + 匕 (person)
挝 = 扌(hand) + 戉 (axe/weapon, meaning “strike”)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-04,Vietnamese food,菜,food,Thức ăn,noun,,"菜 (food/dish/vegetable) = 艹 (grass/plant) + 采 (to pick/gather)
采 = 爫 (hand) + 木 (tree)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-04,Vietnamese food,做,cook,Nấu ăn,verb,,"做 (to cook / to make) = 亻(person) + 故 (cause/affair)
故 = 古 (old) + 攴 (tap/strike → action)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-04,Vietnamese food,做的菜,made food,Đồ ăn nấu sẵn,noun phrase,,"做的菜 (made food) = 做 (make) + 的 (structural particle “of”) + 菜 (food/dish)
的 = 白 (white/clear) + 勺 (spoon)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-04,Vietnamese food,很,quite,Khá,adjective,,"很 (very/quite) = 彳 (step, semantic) + 艮 (radical)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-04,Vietnamese food,可口,tasty,Ngon,adjective,,"可口 = “suitable for the mouth
可 = can / suitable → 丁 + 口
口 = mouth pictograph"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-05,Ride a vehicle,香精,perfume,Nước hoa,noun,,"香精 (perfume/essence) = 香 (fragrant) + 精 (essence/refined)
香 = 禾 (grain) + 日 (sun)
精 = 米 (rice) + 青 (green/blue)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-05,Ride a vehicle,闻,smell,Mùi,verb,,闻 (smell) = 门 (door) + 耳 (ear)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-05,Ride a vehicle,好闻,smell good,Thơm,adjective,,"好闻 (smell good) = 好 (good) + 闻 (smell)
好 = 女 (woman) + 子 (child)
闻 = 门 (door) + 耳 (ear)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-05,Ride a vehicle,香,fragrant,Thơm,adjective,,香 (fragrant) = 禾 (grain) + 日 (sun)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-05,Ride a vehicle,调配,mix,Trộn,verb,,"调配 (mix/blend) = 调 (to adjust) + 配 (to match)
调 = 讠(speech) + 周 (cycle/whole)
配 = 酉 (wine vessel) + 己 (self)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-06,How is the marketplace?,超市,marketplace,Chợ,noun,,"超市 (marketplace / supermarket) = 超 (super/exceed) + 市 (market)
超 = 走 (walk) + 召 (summon/call → extend: exceed)
市 = 亠 (lid) + 巾 (cloth → originally market square with cover)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-06,How is the marketplace?,危险,dangerous,Nguy hiểm,adjective,,"危险 (dangerous) = 危 (danger) + 险 (risk)
危 = 厃 (high place) + 卩 (kneeling person)
险 = 阝(mound) + 佥 (all together)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-06,How is the marketplace?,安全,safe,An toàn,adjective,,"安全 (safe) = 安 (peace) + 全 (whole)
安 = 宀 (roof) + 女 (woman → peace under roof)
全 = 入 (enter) + 王 (king → complete/whole)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-06,How is the marketplace?,充值,recharge,Nạp tiền,verb,,"充值 (recharge) = 充 (fill) + 值 (value)
充 = 亠 (lid) + 儿 (person → full)
值 = 亻(person) + 直 (straight → value)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-06,How is the marketplace?,取钱,cash withdrawal,Rút tiền,verb phrase,,"取钱 (cash withdrawal) = 取 (take) + 钱 (money)
取 = 耳 (ear) + 又 (hand → to take by force)
钱 = 钅(metal) + 戋 (small amount → money)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-07,Foreign country,外国,foreign,Nước ngoài,noun,https://flashcardy.com/?card=cmg4mcxbp0013vqy3vmf901ia,"外国 (foreign) = 外 (outside) + 国 (country)
外 = 夕(evening) + 卜(divination)
国 = 囗(enclosure) + 玉(jade)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-07,Foreign country,友好,friendly,Thân thiện,adjective,https://flashcardy.com/?card=cmg4mb5v2000zvqy3fzcy28lb,"友好 (friendly) = 友 (friend) + 好 (good)
友 = 又(again/hand) + 一(one)
好 = 女(woman) + 子(child)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-07,Foreign country,良好,positive,Tích cực,adjective,,"良好 (positive / good) = 良 (good) + 好 (good)
良 = 艮(stop) + 一(one)
好 = 女(woman) + 子(child)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-07,Foreign country,出差,business trip,Chuyến công tác,noun phrase,,"出差 (business trip) = 出 (go out) + 差 (duty/errand)
出 = 屮(sprout) + 凵(container)
差 = 工(work) + 羊(sheep)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-07,Foreign country,长城,Great Wall,Vạn Lý Trường Thành,proper noun,,"长城 (Great Wall) = 长 (long) + 城 (city wall)
长 = long (original pictograph)
城 = 土(earth) + 成(become)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-08,Writing an essay,作文,essay,Bài luận,noun,,"作文 (essay) = 作 (to make/do) + 文 (writing)
作 = 亻(person) + 乍 (sudden/first)
文 = lines/writing"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-08,Writing an essay,写,write,Viết,verb,,写 (write) = 冖 (cover) + 与 (hand giving)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-08,Writing an essay,怎么,how,Như thế nào,interrogative phrase,,"怎么 (how) = 怎 (how/why) + 么 (suffix)
怎 = 心 (heart) + 乍 (sudden)
么 = small thing"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-08,Writing an essay,大纲,outline,Dàn ý,noun,,"大纲 (outline) = 大 (big) + 纲 (main thread)
纲 = 纟(silk/thread) + 冓 (structure)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-08,Writing an essay,完整,complete,Hoàn thành,adjective,,"完整 (complete) = 完 (whole) + 整 (orderly)
完 = 宀 (roof) + 元 (origin)
整 = 正 (correct) + 攵 (action)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-09,Academic book is so long,读,read,Đọc,verb,,读 (read) = 讠(speech) + 卖 (sell)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-09,Academic book is so long,学术,academic,Học thuật,adjective,,"学术 (academic) = 学 (study) + 术 (technique/art)
学 = 宀 (roof) + 子 (child)
术 = 木 (tree) + 丿 (slash)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-09,Academic book is so long,会,can,Có thể,modal verb,,会 (can) = 人 (person) + 云 (say/speak)
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-09,Academic book is so long,细节,detail,Chi tiết,noun,,"细节 (detail) = 细 (fine) + 节 (segment)
细 = 纟(silk/thread) + 田 (field)
节 = 艹(grass) + 卩(seal)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-09,Academic book is so long,总结,summarize,Tóm tắt,verb,,"总结 (summarize) = 总 (general) + 结 (tie up)
总 = 口 (mouth) + 心 (heart)
结 = 纟(silk/thread) + 吉 (luck)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-10,The doctors can do it,手术,surgery,Phẫu thuật,noun,,"手术 (surgery) = 手 (hand) + 术 (technique/art)
手 = pictograph of hand
术 = 木 (tree) + 丿 (slash)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-10,The doctors can do it,专注,focus,Tập trung,verb/adjective,,"专注 (focus) = 专 (concentrate) + 注 (concentrate)
专 = 一 (one) + 寸 (inch/hand)
注 = 氵(water) + 主 (master)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-10,The doctors can do it,病人,patient,Bệnh nhân,noun,,"病人 (patient) = 病 (illness) + 人 (person)
病 = 疒(sickness) + 丙 (third heavenly stem)
人 = person pictograph"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-10,The doctors can do it,保持,keep,Giữ,verb,,"保持 (keep) = 保 (protect/maintain) + 持 (hold)
保 = 亻(person) + 呆 (dull → here means preserve)
持 = 扌(hand) + 寺 (temple)"
Beginner,HSK1,Get to know more,QZ-HSK1-QT05B-10,The doctors can do it,心,mind,Tâm trí,noun,,心 (mind) = 丿(stroke) + 小(small) +丶(dot)
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,代表,represent,Đại diện,Verb,,"代 = 亻 (human) + 弋 (arrow)
表 = 龶 (N/A) + ㇒ (N/A) + ㇗ (N/A) "
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,团,regiment,Trung đoàn,Noun,,团 = 囗 (enclosure) + 𠂇 (left hand) + ㇒ (N/A)
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,参观,visit,Thăm,Noun,,"参 = 厶 (private) + 大 (big) + 彡 (bristle/beard)
观 = 又 (right hand) + 见 (see)
"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,当,work as,Làm việc với vai trò,Verb,,当 = ⺌ (small) + 彐 (pig snout)
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,翻译,translator; interpreter,Phiên dịch viên,Noun,,"翻 = 釆 (distinguish/choose) + 田 (field) + 羽 (feather)
译 = 讠 (speech) + 又 (right hand) + 二 (two) + 丨 (line)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,浇,water,Nước,Verb,,浇 = 氵 (water） + 一 (one) + 儿 (legs)
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-01,A Business Trip to Shanghai,花,flower,Hoa,Noun,,花 = 艹 (grass) + 亻 (human) + 匕 (spoon)
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,一样,to the same extent,Ở mức độ như nhau,Particle,,"一 = 一 (one)
样 = 木 (tree) + 羊 (sheep)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,有的,some,Một số,Pronoun,,"有 = 𠂇 (left hand) + 月 (moon)
的 = 白 (white) + 勹 (wrap) + 丶 (dot)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,地方,district; locality,Khu vực / Địa phương,Noun,,"地 = 土 (earth) + 乚 (second) + ㇆ (N/A) + 丨 (line)
方 = 方 (square/raft)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,比如,for example,Ví dụ,Conjunction,,"比 = 比 (compare/compete)
如 = 女 (woman) + 口 (mouth)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,人口,population,Dân số,Noun,,"人 = 人 (human)
口 = 口 (mouth)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,那么,in that way,Theo cách đó,Pronoun,,"那 = ㇆ (N/A) + 二 (two) + 丨 (line) + 阝 (town)
么 = 丿 (bend)  + 厶 (private)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-02,Comparing China and the U.S,历史,history; past record,Lịch sử,Noun,,"历 = 厂 (cliff) + 力 (power/force)
史 = 口 (mouth) + 丨 (line) + 乂 (N/A)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-03,Looking for a New Place ,搬到,move to,Chuyển đến,Verb,,"搬 = 扌 (hand) + 舟 (boat) + 殳 (weapon/lance)
到 = 至 (arrive) + 刂 (knife)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-03,Looking for a New Place ,外面,out (move outside),Chuyển ra ngoài,Noun,,"外 = 夕 (evening/unset) + 卜 (divination)
面 = 面 (face)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-03,Looking for a New Place ,方便,convenient,Thuận tiện,Adjective,,"方 = 方 (square/raft)
便 = 亻 (human) + 一 (one) + 日 (sun/day) + 丨 (line) + 乂 (N/A)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-03,Looking for a New Place ,厨房,kitchen,Nhà bếp,Noun,,"厨 = 厂 (cliff) + 豆 (bean) + 寸 (thumb)
房 = 户 (door/house) + 方 (square/raft)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-03,Looking for a New Place ,卫生间,bathroom,Phòng tắm,Noun,,"卫 = ㇆ (N/A) + 丨 (line) + 一 (one)
生 = 生 (life)
间 = 门 (gate) + 日 (sun/day)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,脚,foot,Bàn chân,Noun,,脚 = 月 (moon) + 土 (earth) + 厶 (private) + 卩 (seal)
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,别提了,don't mention it,Đừng khách sáo,Verb,,"别 = 口 (mouth) + 力 (power/force) + 刂 (knife)
提 = 扌 (hand) + 日 (sun/day) + 一 (one) + 龰 (N/A)
了 = ㇇ (N/A) + 亅 (hook)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,足球,soccer; football,Bóng đá,Noun,,"足 = 足 (foot)
球 = 王 (jade) + 𠂇 (left hand) + 丶 (dot), 氺 (water)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,比赛,match,Trận đấu,Noun/Verb,,"比 = 比 (compare/compete)
赛 = 宀 (roof) + 二 (two) + 一 (one) + 八 (eight/divide) + 贝 (shell)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,怕来不及,Afraid that it will not be too late,Sợ rằng sẽ không kịp,idiom,,"怕 = 忄 (heart) + 白 (white)
来 = 木 (tree) + 一 (one) + 丷 (eight/divide)
不 = 一 (one) + 丿 (bend) + 卜 (divination)
及 = ㇎ (N/A) + 丿 (bend) + ㇏ (N/A)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,从,through,Qua / Xuyên qua,preposition,,从
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,窗户,window,Cửa sổ,Noun,,"窗 = 穴 (cave) + 囗 (enclosure) + 丶 (dot), 夂 (go)
户 = 户 (door/house)"
Beginner,HSK 1,Life and Cultural Experiences,QZ-HSK1-QT06-04,I climbed,爬过去,Climb over,Leo qua,Verb,,"爬 = 爪 (claw/talon) + 丨 (line) + 丨 (line) + 乚 (second)
过 = 辶 (walk) + 寸 (thumb)
去 = 土 (earth) + 厶 (private)"
