level,lesson,question_vi,answer_zh,explanation
"HSK 4","2","Tôi muốn cải thiện chất lượng cuộc sống.","我想改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","2","Tôi muốn hợp tác với đồng nghiệp.","我想和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","2","Tôi muốn giảm áp lực.","我想减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","2","Tôi muốn tích lũy kinh nghiệm.","我想积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","2","Tôi muốn giải thích quan điểm.","我想解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","3","Tôi đang nâng cao hiệu quả công việc.","我正在提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","3","Tôi đang phân tích nguyên nhân.","我正在分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","3","Tôi đang đưa ra quyết định.","我正在做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","3","Tôi đang thích nghi với môi trường.","我正在适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","3","Tôi đang xây dựng kế hoạch dài hạn.","我正在制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","3","Tôi đang cải thiện chất lượng cuộc sống.","我正在改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","3","Tôi đang hợp tác với đồng nghiệp.","我正在和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","3","Tôi đang giảm áp lực.","我正在减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","3","Tôi đang tích lũy kinh nghiệm.","我正在积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","3","Tôi đang giải thích quan điểm.","我正在解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","4","Nếu có thời gian, tôi sẽ nâng cao hiệu quả công việc.","如果有时间，我就会提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","4","Nếu có thời gian, tôi sẽ phân tích nguyên nhân.","如果有时间，我就会分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","4","Nếu có thời gian, tôi sẽ đưa ra quyết định.","如果有时间，我就会做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","4","Nếu có thời gian, tôi sẽ thích nghi với môi trường.","如果有时间，我就会适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","4","Nếu có thời gian, tôi sẽ xây dựng kế hoạch dài hạn.","如果有时间，我就会制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","4","Nếu có thời gian, tôi sẽ cải thiện chất lượng cuộc sống.","如果有时间，我就会改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","4","Nếu có thời gian, tôi sẽ hợp tác với đồng nghiệp.","如果有时间，我就会和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","4","Nếu có thời gian, tôi sẽ giảm áp lực.","如果有时间，我就会减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","4","Nếu có thời gian, tôi sẽ tích lũy kinh nghiệm.","如果有时间，我就会积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","4","Nếu có thời gian, tôi sẽ giải thích quan điểm.","如果有时间，我就会解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","5","Việc nâng cao hiệu quả công việc rất quan trọng.","提高工作效率很重要。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","5","Việc phân tích nguyên nhân rất quan trọng.","分析原因很重要。","分析原因 = phân tích nguyên nhân"
"HSK 4","5","Việc đưa ra quyết định rất quan trọng.","做出决定很重要。","做出决定 = đưa ra quyết định"
"HSK 4","5","Việc thích nghi với môi trường rất quan trọng.","适应环境很重要。","适应环境 = thích nghi với môi trường"
"HSK 4","5","Việc xây dựng kế hoạch dài hạn rất quan trọng.","制定长期计划很重要。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","5","Việc cải thiện chất lượng cuộc sống rất quan trọng.","改善生活质量很重要。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","5","Việc hợp tác với đồng nghiệp rất quan trọng.","和同事合作很重要。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","5","Việc giảm áp lực rất quan trọng.","减轻压力很重要。","减轻压力 = giảm áp lực"
"HSK 4","5","Việc tích lũy kinh nghiệm rất quan trọng.","积累经验很重要。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","5","Việc giải thích quan điểm rất quan trọng.","解释观点很重要。","解释观点 = giải thích quan điểm"
"HSK 4","6","Chúng ta nên cùng nhau nâng cao hiệu quả công việc.","我们应该一起提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","6","Chúng ta nên cùng nhau phân tích nguyên nhân.","我们应该一起分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","6","Chúng ta nên cùng nhau đưa ra quyết định.","我们应该一起做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","6","Chúng ta nên cùng nhau thích nghi với môi trường.","我们应该一起适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","6","Chúng ta nên cùng nhau xây dựng kế hoạch dài hạn.","我们应该一起制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","6","Chúng ta nên cùng nhau cải thiện chất lượng cuộc sống.","我们应该一起改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","6","Chúng ta nên cùng nhau hợp tác với đồng nghiệp.","我们应该一起和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","6","Chúng ta nên cùng nhau giảm áp lực.","我们应该一起减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","6","Chúng ta nên cùng nhau tích lũy kinh nghiệm.","我们应该一起积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","6","Chúng ta nên cùng nhau giải thích quan điểm.","我们应该一起解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","7","Tôi đã nâng cao hiệu quả công việc.","我已经提高工作效率了。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","7","Tôi đã phân tích nguyên nhân.","我已经分析原因了。","分析原因 = phân tích nguyên nhân"
"HSK 4","7","Tôi đã đưa ra quyết định.","我已经做出决定了。","做出决定 = đưa ra quyết định"
"HSK 4","7","Tôi đã thích nghi với môi trường.","我已经适应环境了。","适应环境 = thích nghi với môi trường"
"HSK 4","7","Tôi đã xây dựng kế hoạch dài hạn.","我已经制定长期计划了。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","7","Tôi đã cải thiện chất lượng cuộc sống.","我已经改善生活质量了。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","7","Tôi đã hợp tác với đồng nghiệp.","我已经和同事合作了。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","7","Tôi đã giảm áp lực.","我已经减轻压力了。","减轻压力 = giảm áp lực"
"HSK 4","7","Tôi đã tích lũy kinh nghiệm.","我已经积累经验了。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","7","Tôi đã giải thích quan điểm.","我已经解释观点了。","解释观点 = giải thích quan điểm"
"HSK 4","8","Tôi chưa nâng cao hiệu quả công việc.","我还没提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","8","Tôi chưa phân tích nguyên nhân.","我还没分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","8","Tôi chưa đưa ra quyết định.","我还没做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","8","Tôi chưa thích nghi với môi trường.","我还没适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","8","Tôi chưa xây dựng kế hoạch dài hạn.","我还没制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","8","Tôi chưa cải thiện chất lượng cuộc sống.","我还没改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","8","Tôi chưa hợp tác với đồng nghiệp.","我还没和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","8","Tôi chưa giảm áp lực.","我还没减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","8","Tôi chưa tích lũy kinh nghiệm.","我还没积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","8","Tôi chưa giải thích quan điểm.","我还没解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","9","Bạn có thể nâng cao hiệu quả công việc không?","你可以提高工作效率吗？","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","9","Bạn có thể phân tích nguyên nhân không?","你可以分析原因吗？","分析原因 = phân tích nguyên nhân"
"HSK 4","9","Bạn có thể đưa ra quyết định không?","你可以做出决定吗？","做出决定 = đưa ra quyết định"
"HSK 4","9","Bạn có thể thích nghi với môi trường không?","你可以适应环境吗？","适应环境 = thích nghi với môi trường"
"HSK 4","9","Bạn có thể xây dựng kế hoạch dài hạn không?","你可以制定长期计划吗？","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","9","Bạn có thể cải thiện chất lượng cuộc sống không?","你可以改善生活质量吗？","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","9","Bạn có thể hợp tác với đồng nghiệp không?","你可以和同事合作吗？","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","9","Bạn có thể giảm áp lực không?","你可以减轻压力吗？","减轻压力 = giảm áp lực"
"HSK 4","9","Bạn có thể tích lũy kinh nghiệm không?","你可以积累经验吗？","积累经验 = tích lũy kinh nghiệm"
"HSK 4","9","Bạn có thể giải thích quan điểm không?","你可以解释观点吗？","解释观点 = giải thích quan điểm"
"HSK 4","10","Tôi hy vọng có thể nâng cao hiệu quả công việc.","我希望能够提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","10","Tôi hy vọng có thể phân tích nguyên nhân.","我希望能够分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","10","Tôi hy vọng có thể đưa ra quyết định.","我希望能够做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","10","Tôi hy vọng có thể thích nghi với môi trường.","我希望能够适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","10","Tôi hy vọng có thể xây dựng kế hoạch dài hạn.","我希望能够制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","10","Tôi hy vọng có thể cải thiện chất lượng cuộc sống.","我希望能够改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","10","Tôi hy vọng có thể hợp tác với đồng nghiệp.","我希望能够和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","10","Tôi hy vọng có thể giảm áp lực.","我希望能够减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","10","Tôi hy vọng có thể tích lũy kinh nghiệm.","我希望能够积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","10","Tôi hy vọng có thể giải thích quan điểm.","我希望能够解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","11","Sau khi nâng cao hiệu quả công việc, tôi hiểu hơn.","提高工作效率以后，我更明白了。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","11","Sau khi phân tích nguyên nhân, tôi hiểu hơn.","分析原因以后，我更明白了。","分析原因 = phân tích nguyên nhân"
"HSK 4","11","Sau khi đưa ra quyết định, tôi hiểu hơn.","做出决定以后，我更明白了。","做出决定 = đưa ra quyết định"
"HSK 4","11","Sau khi thích nghi với môi trường, tôi hiểu hơn.","适应环境以后，我更明白了。","适应环境 = thích nghi với môi trường"
"HSK 4","11","Sau khi xây dựng kế hoạch dài hạn, tôi hiểu hơn.","制定长期计划以后，我更明白了。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","11","Sau khi cải thiện chất lượng cuộc sống, tôi hiểu hơn.","改善生活质量以后，我更明白了。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","11","Sau khi hợp tác với đồng nghiệp, tôi hiểu hơn.","和同事合作以后，我更明白了。","和同事合作 = hợp tác với đồng nghiệp"
